text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam
sgp menarik dukungan ketua sgp jajaran pengurus seindonesia diinjakinjak harga prabowo subianto,Politik,32,4,3,4,0,7,32,2,4
statemen anies eksplisit poin nomor 3 republik dilahirkan mayoritas minoritas republik dilahirkan melindungi minoritas melindungi mayoritas republik dilahirkan anak bangsa,Ideologi,33,0,0,6,33,0,8,5,4
2 eks panglima gam seaceh dukungan bulat prabowogibran kepemimpinan tanah rencong menargetkan suara 70 persen,Politik,37,4,0,3,5,3,37,3,1
2014 dn 2019 menang pilpres dgn jargon pancasila telat mengunakan framing dng hti fpi berlawan dng pancasila effect kampanye jokowi adlh militansi kuat minoritas utk mencoblos jumlahny menentukan hasil,Ideologi,5,1,0,11,5,0,37,2,0
can not waittttt anies rocks debat capres,Politik,43,0,1,0,2,3,43,3,4
calon presiden capres nomor urut 3 ganjar pranowo melanjutkan kegiatan kampanye daerah blora jawa kamis 0401 lokasi ganjar turun mobilnya menghampiri petani menabur pupuk kegiatan petani ganjar bergabung petani menaburkan pupuk ganjar ditemani petani kunjungan ganjar mendengarkan keluh kesah petani memiliki utang kredit usaha rakyat kur ganjar timnya mengidentifikasi petani terjerat utang kur mengklasifikasi kelayakan penerima bantuan program pemutihan hutang utang kur ganjar mendengarkan warga bantuan langsung tunai blt pembagian blt merata ganjar ganjar dengar keluhan sulitnya pupuk subsidi blora kuotanya dikurangi ganjar berkomitmen pupuk subsidi dikurangi diperbaiki pengelolaan datanya pupuk subsidi sasaran menghasilkan ketahanan kedaulatan pangan,Sosial Budaya,1,0,47,1,0,1,5,1,1
sila simak tuntas anies baswedan pembangunan kota samarinda acara,Sosial Budaya,13,2,0,4,0,4,30,13,3
waswas acara desak anies diacara desak anies tanah datar sumbar kemarin dibatalkan acaranya last minute dpt gor tanah datar tp antusias rakyat berkurang sedikitpun desak anies smkn diminati tp penjegalan jg smkn,Demografi,2,2,2,3,1,1,22,24,1
pupuk langka aja kemarin jateng knp tibatiba organisasi sayap gerindra buka 6000 posko tawarkan pupuk subsidi prabowo gibran pupuknya knp jateng knp menguasai kalo pupuk subsidi stoknya knp ga disalurkan kemarinkemarin knp rakyat menderita dimunculkan pahlawan salah capres segibran,Politik,26,7,5,4,1,5,26,3,5
ganjar pranowo mahfud md tuh kaya kakak kece ngajak adikadiknya bikin kebaikan bareng capres ganjar rakyat jn18d1,Politik,37,0,17,1,0,0,37,1,0
maruarar sirait subang sejarah prabowo menang basis pdip,Politik,43,1,0,0,0,2,43,9,1
anies diancam ditembak live tiktok takut anies takut takut pendukung amin tenang amp berani jalan demokrasi ditegakkan keadilan diperjuangkan,Politik,36,5,0,0,3,0,36,12,0
ganjar dorong ancaman penembakan anies dilaporkan polisi,Pertahanan dan Keamanan,5,2,2,2,0,5,42,3,0
menarik capres 03 ganjar pranowo capres diterima pemimpinnya jogja sri sultan hamengkubuwono x kode dukungan dr keraton utk why not,Politik,36,1,5,4,3,4,36,1,2
anies baswedan proxy us didukung yaman fpi abu bakar baasyir freemason bangun khilafah disupport kader nu muhamadiyah lupa dukungan komunitas pecinta perkutut berkolaborasi sjw feminism masmas rohis celana cingkrang kpoper,Ideologi,38,0,0,10,38,0,4,0,4
orang melamar kerja memimpin indonesia mengelola apbn 3000t kontrol thd sekian bumn sumber daya alam dikupas rekam jejaknya memimpin instansi anies dikupas polusi jakarta,Politik,6,0,0,5,2,2,6,5,36
viral anies baswedan ancaman penembakan tim hukum amin tempuh jalur hukum,Pertahanan dan Keamanan,36,5,0,1,0,36,10,4,0
gampang batalin aja pencalonan prabowogibran bermasalah dijamin putaran hemat uang negara hemat uang prabowo,Politik,38,1,0,0,6,4,38,7,0
mantan panglima tni kepala staf angkatan darat panglima tni mengawal proses hukum oknumoknum tni relawan ganjar mahfud warga melenceng,Pertahanan dan Keamanan,51,2,1,0,0,51,2,0,0
saran bang anies baiknya anies bikin konten pidato dg pendekatan budaya dg bahasa jawa halus krn sy org jawa tdk bhs indonesia terimakasih,Sosial Budaya,32,0,0,3,0,1,18,32,2
prabowo 2 kali kalah pilpres diundang relawan erick thohir prabowo subianto,Politik,49,2,1,0,0,1,49,1,2
halusinasi anies sore aurel cewe zenius udah sampe depok ahok dishub bekasi deres sekjen pbb kuli jepang kuala lumpur,Politik,13,1,14,9,3,1,13,9,6
solidaritas ciamis mantap kyai muda mendeklarasikan dukungan tulusnya prabowo pemimpin memahami kebutuhan rakyat darijabar untukindonesia,Politik,38,8,3,1,1,2,38,3,0
ganjar pranowo tingkatkan konsen cyber security pencegahan kebocoran data,Pertahanan dan Keamanan,4,0,8,3,2,4,36,3,0
wkwkwk anies portrayed as korean idol trainee by gen z will forever be remembered in history of presidential election,Sosial Budaya,12,1,0,10,0,5,27,12,1
data bossnya prabowo dipakai mas semalam prabowo berani bilang jokowi bohong menhan tanah pribadi 340 ribu hektar 50 prajurit tni tdk tinggal nunggu presiden prajurit sejahtera,Politik,34,2,2,3,0,6,34,0,9
lupa masjid sebelahnya dikunjungi pa anies seberang lp muaro satu2nya masjid kota padang terbuka 24 jam orang istirahat senyamannya sel,Sosial Budaya,22,9,0,3,0,2,20,22,0
kampung ku aeange deket bukit kamoung petani menjual hasilnya riau palembang banget jalanan longsor truk truk pulang petani rugi mayoitas kampung ku pilih anies baswedan yaaah gakjadikasihan,Geografi,3,2,0,3,1,2,25,15,8
prabowo lepas kapal rs tni kri dr radjiman992 kirim bantuan palestina,Politik,26,0,0,7,1,15,26,3,4
spanduk aniesmuhaimin dibentangkan relawan amin tonjong brebes jateng,Ekonomi,2,4,2,6,0,1,37,6,0
sprt pendukung anies baswedan wlpn hujan becek ttp semangatbatam pecah sembako bikin kubu sebelah rezim panik,Politik,30,4,0,10,1,1,30,5,5
kagum prabowo yaqut ajarkan kesabaran sinpo,Politik,33,4,1,5,2,8,33,1,2
breaking news dikritik lahan kinerja prabowo keluarkan kata2 kasar dibelakang bayangkan presiden kritik keras ketelinganya dgn si pengkritiknya instrumen amp alat negara diperintahkan,Politik,27,1,5,1,2,12,27,7,1
prabowogibran dipandang pilihan putaran arah politik indonesia progresif inklusif rakyatsenang 02menang,Politik,44,3,1,0,1,1,44,6,0
jogetjoget menyenangkan pemuda programprogram solusi nyataseperti program ganjar pranowo,Politik,35,4,17,0,0,0,35,0,0
wkt diinvite utk makan rumah prabowo cipung pake dibawa ujung2nya instagramnya prabowo foto ber4 ditaro slide come on bayi tuh ga dijadiin alat kampanye ortunya tolol anjirrrrr even nagita gbs diandelin,Politik,27,5,0,4,0,4,27,7,9
sikap jokowi anakanaknya jualan pisang martabak menantunya orang prabowo beserta orangorangnya menyerangnya lini sangka jokowi kenal prabowo,Politik,44,0,0,0,1,4,44,7,0
dukungan ganjarmahfud mengungkap kebenaran semoga keadilan terwujud,Politik,36,4,9,0,2,2,36,3,0
terkuak dokumen rahasia dibuka pemerintah as prabowo subianto hilangkan aktivis 1998,Politik,28,0,0,2,0,18,28,5,3
elektabilitas prabowogibran melaju kencang rakyatsenang 02menang,Politik,41,0,2,5,1,1,41,3,3
anies makan petanipetani solok sumatera barat siang rabu 3 januari 2024,Demografi,6,6,1,0,3,0,34,4,8
prabowogibran kekuatan kearifan memajukan bangsa rakyatsenang 02menang,Politik,40,4,1,0,2,1,40,5,3
pernyataan abah anies acara desak anies dikutip media singapura channel news asia cna anies contoh calon pemimpin negeri penguasa berdemokrasi,Politik,42,0,1,2,0,1,42,8,2
nelayan butuh solusi ganjar pranowo mahfud md yuk lakukan biarkan kredit macet bumerang,Politik,25,7,22,0,0,0,25,1,1
tempodotco penjelasan ganjar pranowo jargon sat set nasional ganjar mahfud hebat prabowo gibran,Politik,40,3,12,0,1,0,40,0,0
bu connie mempermasalahkan pt tmi ditawari proyek kemhan prabowo rahasia negara dibicarakan tertutup marah ya,Pertahanan dan Keamanan,51,1,0,0,1,51,0,3,0
gak nyangka orang dukung prabowo gibran tanah datar salut deh antusiasmenya,Sosial Budaya,6,2,0,0,5,0,43,6,0
menolak lupa gus dur mundur diancam teror sniper prabowo siapkan 100 sniper ancam bunuh gus dur,Pertahanan dan Keamanan,3,2,0,13,3,3,30,5,0
kapitalisme neoliberal cocok indonesia prabowo kalimantan,Ideologi,45,1,0,4,45,1,1,2,2
prabowo gibran membawa indonesia puncak kejayaan pilihprabowogibran02 sukses,Politik,41,4,1,0,6,1,41,3,0
prabowo memimpin indonesia keadilan hakhak kemanusiaan buktinyata tiadahenti,Ideologi,6,3,1,1,6,5,37,3,0
anies korban busuknya orangorang rakus kekuasaan dibunuh karakternya fitnah amp issue politik identitas,Politik,29,5,0,1,0,6,29,13,2
sederhana efektif paslon no 03 capres ganjar pranowo cawapres mahfud md resep tuntasin regulasi hukum investor indonesia,Politik,18,0,36,1,0,0,18,1,0
prabowo tekankan pengkajian sumber air manfaat luas dekade08 prabowo gibran,Sumber Daya Alam,18,2,0,0,0,3,27,6,18
pidato grace natalie 11 januari 2019 membeberkan kebohongan prabowo versi grace natalie sumber youtube psi,Politik,27,3,0,9,2,6,27,6,3
curiga anies kekuatan ditakuti lautan menyatukan orang golongan berjuang salute sencho,Sosial Budaya,13,7,0,3,1,2,27,13,3
calon presiden ri no urut 3 ganjar pranowo konstitusi aturan dasar negara dihormati warga,Ideologi,56,0,0,0,56,0,0,0,0
ganjar pranowo mahfud md duo hebat rakyat 35 kredit perbankan difokuskan dorong koperasi umkm perubahan nyata,Ekonomi,26,1,26,0,0,0,28,0,1
alhamdulillah dukungan pasangan amin kuat deklarasi dukungan ulama nyai santri relawan sumenep anies baswedan amp cak imin,Politik,49,2,0,0,0,0,49,5,0
santai serius ya senam sehat jembatan ngeconnectin program prabowogibran masyarakat pokoknya semoga gerakan sukses bawa energi positif,Politik,38,6,8,1,0,0,38,3,0
mantan panglima tni kepala staf angkatan darat panglima tni mengawal proses hukum oknumoknum tni relawan ganjar mahfud warga melenceng,Pertahanan dan Keamanan,48,3,3,0,0,48,2,0,0
sumarsih status prabowo terduga penjahat kemanusiaan,Politik,39,0,0,6,4,5,39,2,0
anies ganjar kemarin ngasih kritikan wowo gibran pure gak sopan aja sih prof mahfud dibelain gak pendukungnya,Politik,43,1,8,0,1,2,43,1,0
capres no 3 ganjar pranowo pejuang petani tembakaudukung hasil panen tembakau,Politik,30,0,17,0,8,0,30,0,1
mas sy china kristen warga jkt tp mengikuti keramaian polarisasi sy temukan hoax2 thd mis tuduhan korupsi anggaran menteri pendidikan sbtlnya menkeu bertindak laporan anies,Pertahanan dan Keamanan,39,0,0,5,0,39,9,2,1
tenggelamkan,Politik,20,0,0,11,1,5,20,12,7
anies mengajak memindahkan ruang palsu keruang nyata terbuai mimpi2 dijanjikan politisi gagasannya dicubit disentuh dikritik dinilai dg rekam jejak tinggalkan mimpi penuh janji2 hadirkan janji2 dlm kenyataan,Politik,27,0,1,11,0,5,27,12,0
slank hebohkan hajatan rakyat ganjar bandung minggu 21012024 orang bilih orang,Politik,44,1,0,1,1,3,44,5,1
program prabowo hilirisasi nikel bahan baku baterai ponsel,Ekonomi,6,2,6,1,1,3,34,2,7
kronologi anies nekat revisi ump rp 46 juta momen gubernur anies temui buruh ngemper bareng protes ump 2022,Politik,30,1,3,10,2,0,30,10,0
anies baswedan bersyukur direshuffle beliau hikmah rencana sempurna iya ya seandainya beliau menteri warga jakarta nggak merasakan dipimpin gubernur sehebat anies,Sosial Budaya,17,9,0,2,0,0,27,17,1
orang tau prabowo berkalikali panggil komnas ham prabowo hadir pikir isu pelanggaran ham isu 5 tahunan,Politik,36,5,0,2,5,6,36,2,0
lurah marah sembrono jokowi mengomentari kondisi jalan rusak jateng sesungguhnya hati kecilku tersenyum timses sekelas buzzer betapa sengaja menggiring opini menyembunyikan data fakta pekerjaan utama buzzer prabowogibran kenyataannya membuka data kondisi kemantapan jalan jateng dibanding jatim jabar kemantapan kondisi jalan jateng tercatat 9249 persen total jalan provinsi 2404 km jatim kondisinya 891 persen jabar rendah 8279 persen jokowi fakta sengaja menutupi kebutuhannya menjatuhkan ganjar pranowo berpikir barangkali penguasa benarbenar rakyatnya pintar musim pemilu orang bodoh dibutuhkan gampang dicekoki narasi pembodohan fitnah golongan mengejutkan membaca berita jokowi melontoarkan pernyataan presiden berkampanye mudah duga maksud jokowi membenarkan aktivitasnya berkampanye menebar bansos terlanjur publik pribadi jokowi hak berpolitik infrastruktur kekuasaan bansos duit rakyat membantu memenangkan anaknya dilarang undangundang tindakan keji manusiawi fenomena sederhana memandangnya betulbetul marah bayangkan infrastruktur kekuasaan dimanfaatkan hukum dijadikan alat menyandera penolakan masyarakat prabowo gibran besarnya diakui jokowi kerepotan menggerus suara jateng basis ganjar pranowo bayangkan sebulan kali jateng lho berkeliling daerah menebar bansos camat diperintah mengerahkan warganya menyambut rombongan jokowi komedi warga berdiri tepi jalan beramairamai menyambut jokowi teriakan ganjar berkalikali wajar jokowi marah kian sembrono namanya manusia pendukung ganjar solid bertambah tokohtokoh pendukung jokowi tahan tingkah serakahnya mendukung ganjar slank salah satunya politik pembodohan fitnah digaungkan kubu 02 memeras emosi melahirkan pertikaian terhasut percaya kepemimpinan kerjakerja pengabdian kebaikan rakyat lahan kekuasaan diwariskan anak cucu menghalalkan menuntaskan dahaga segelintir orang,Politik,32,4,1,7,2,3,32,6,1
program anies gw bikin sumur resapan dirumah plusnya bikin ga banjir dirumah air hujan jatuh rumah ga dr rumah proses bibit air sumur supya ga abis air sumur bentuk sustainability ceuna,Sumber Daya Alam,48,3,0,2,0,0,0,3,48
hasil karya omon omon selalunya membanggakan menjabat penghargaan diraih kampung susun kunir jakarta karya anies raih medali emas world habitat awards 2024,Sosial Budaya,15,5,2,9,0,1,21,15,3
berbicara kampanye nyimak kampanye amin kampanye ganjar prabowo model kampanye brilian model kampanye anies menang menaikkan standar kampanye semoga dah terpilih,Politik,44,1,1,0,1,0,44,3,6
anies baswedan republik didirikan minoritas didirikan mayoritas republik didirikan anak bangsa indonesia,Sosial Budaya,50,6,0,0,0,0,0,50,0
suarasuara muda keras mendukung ganjar mahfud capres cawapres 2024 percaya perbaikan hukum mahfud md usung,Ideologi,6,1,11,1,6,2,34,1,0
mata rocky gerung prabowogibran kali lakukan pelanggaran bawaslu tidur,Politik,39,0,0,4,4,2,39,5,2
anies ga aksi 411 212 coba peci hitam massanya darimana aja,Politik,30,2,2,6,0,1,30,15,0
klaim memilih prabowo anies kalah mencerminkan sikap kritis kebebasan berpendapat terlepas hasil pemilihan,Politik,36,6,1,1,2,0,36,8,2
prabowo urusan serius keluarga korban kekerasan negara,Politik,32,0,0,0,9,9,32,6,0
petani seindonesia dukung prabowo tp jatah aja,Ideologi,1,2,3,2,1,1,41,5,1
sorong papua anies mengunjungi masjid amp yayasan islamic center hj aliyyah baswedan didirikan 2009 ibunya anies dibangun diatas batu gaza berlumuran darah suhada palestina,Sosial Budaya,48,0,0,3,0,2,3,48,0
food estate bagus profresmeski maksimal panen jagung amp singkong terbatas namanya pertanian sulap sehari langsung menghasilkan btw,Sumber Daya Alam,13,0,4,6,2,4,22,5,13
test ombak rabu 14 februari 2024 solid ya pilih pasangan calon presiden ri no urut 01 aniesmuhaimin solid monggo retweet amp like oh iyakalau abah anies ngapain pilih,Ideologi,32,0,0,0,32,1,18,1,4
selamat pagi mohon semalam debat ditutup rapat pagi menkopulhukam dimana perahu dg sindir nahkodanya presiden jokowi atasan nggak elok,Politik,45,1,0,5,0,0,45,2,3
namanya gagasan rasional realistis prabowo setuju dg katakata dana loh duithaha,Politik,33,0,1,6,3,11,33,1,1
ga ngaruh wir all in prabowo menjunjung nepotisme kerahasiaan anggaran negara,Politik,32,6,1,0,1,10,32,6,0
hadiri konsolidasi demokrat sulsel ahy instruksi menangkan prabowogibran l_ agusyudhoyono pdemokrat demokrat ahy,Politik,35,1,2,13,0,1,35,2,2
jebolin rohingya laut pake ikan dibilang kuat,Sumber Daya Alam,6,1,1,7,2,8,19,12,6
capres cawapres ganjar pranowo mahfud md mengajak masyarakat garda terdepan menjaga konstitusi aturan dasar negara,Ideologi,56,0,0,0,56,0,0,0,0
petani pejuang pahlawan pangan petani indonesia petani makmur mas gibran berjuang kepentingan rakyat petani,Sosial Budaya,8,1,19,0,1,1,22,8,4
tibatiba 8 kelompok pendukung prabowo solo raya migrasi dukungan anies baswedan,Politik,43,3,0,0,0,0,43,7,3
ganjar pranowo bergerak canvasing door to door ganjar mengutamakan jabat tangan langsung warga akar rumput sapa masyarakat langsung ganjar rakyat,Politik,35,3,9,0,6,1,35,1,1
pengamat militer gibran khianati prabowo menang pilpres 2024 alasannya,Politik,51,0,0,0,0,2,51,3,0
ganjar pranowo mahfud md mari bantu nelayan lepas belenggu kredit macet,Politik,35,2,17,0,1,0,35,0,1
totalitas menangkan 02 utk kaum muda demokrat berdiri duduk rendah terwu,Demografi,5,5,1,6,2,7,31,4,0
cek fakta anggaran pertahanan indonesia 2 pdb ganjar,Pertahanan dan Keamanan,20,1,2,1,1,20,30,1,0
prabowo abis keributan 1998 kabur yordania pulang indonesia bikin partai gerindra mempertanggungjawabkan pelanggaran ham,Ideologi,9,4,2,3,9,9,28,1,0
capres ganjar pranowo ide kreatif melanjutkan program pemerintahan menambah memperbaiki program pemerintah,Ideologi,0,1,21,0,0,0,28,4,2
pesan mendalam ganjar kedamaian indonesia,Sosial Budaya,5,0,4,0,1,0,46,5,0
repost love share media sosial tementemen debat capres anies dicecar petani gorontalo acara,Politik,37,2,0,7,1,2,37,7,0
capres no 3 ganjar pranowo tulus petani tembakaudukungan kunci keberhasilan produksi tembakau,Ekonomi,6,0,6,1,7,0,14,27,1
keterlibatan panelis debat dihadiri anies baswedan anies,Politik,44,0,0,2,0,0,44,10,0
solidaritas batas ganjar pranowo jaga bansos berjalan ktp sakti inovasi pemerataan,Politik,34,4,8,2,1,3,34,4,0
j_aryoko mohmahfudmd jk koperasi ekonomi kerakyatan dpt untung dr mn ya mnding bkin perusahaan katering jls untung menguntungkan ganjar mahfud hebat lulus kerja,Ekonomi,20,1,20,3,0,8,22,2,0
pakar mikro ekspresi kirdi putra dijab kali anies bubar keliatan ekspresinya prabowo bubar kepalanya el gemoy el chef emosi indonesia absent no more,Politik,40,0,0,11,1,2,40,1,1
abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,Sosial Budaya,56,0,0,0,0,0,0,56,0
meramal memprediksi mengharapkan abah anies abah nasional semoga allah ridhai fotonya abah anies om imin 20 oktober 2024 dipasang kelas2 amp kampus2 utk inspirasi anak muda indonesia amiin,Politik,23,3,0,6,0,3,23,21,0
gus yahya tindakan terangterangan mengkhianati prinsipprinsip dasar nu masbowogbran pilihankita prabowo,Ideologi,9,0,1,5,9,12,25,4,0
abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,Sosial Budaya,56,0,0,0,0,0,0,56,0
